homestay_id,destination_id,homestay_name,province,district,municipality,latitude,longitude,price_per_night,rating,review_count,review,room_type,max_guests,amenities,best_season,description,phone,booking_url,image_url
H3_02,3,Narchyang Community Homestay,Gandaki,Kaski,,28.5989303,83.5887146,,,,,,,,,"Narchyang 33200, Nepal",,https://br.bluepillow.com/search/67a203c1905c444f2d021bfb?dest=ago&cat=Vacation+rental+%28other%29&lat=28.59893&lng=83.74115&language=pt,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEz9vuADhpGuexXb61HcwCTPzk0_85lHRrN2PX14f3M0E3evbN_9loB2lMbKIlflbQCqS80Eqi2p0-FFPGajdzMLaeyb4pqivtj401_c0Bd6XIBxWbmFa69KFACA7qi2iJlLNwBMpUXdYsTBQUSn9Z73s76nH3uZ7HdneiLUcBOXvbvhD8E2OcV=w408-h305-k-no
H3_03,3,Ghachowk Farm House - Double Room,Gandaki,Kaski,,28.5306624,83.7260023,,,,,,,,,"Machhapuchchhre 33700, Nepal",,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHK7GDg--zHT1GYrsld8pnenxpTY6ZqQPeUGn86r2ZZfms2nUAYbkgB6UYnB-fz6BlqX6zhdGeRls_sXP22tRUdqbcZ2TjLDbNdr7nrEdstG5H3_pb52xN2TnHvNoVXp4qLZ__A7UfPmAQ6MUwby1fGsEpDAGfJKpkVjE68pecp_J2cqgg28_8u=w408-h272-k-no
H6_01,6,Tathāgata Homestay,Lumbini,Rupandehi,,27.4670756,78.4083501,,4.4,41,,,,,,"Street No. 7, Lumbini Sanskritik 32914, Nepal",+977 985-7024046,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm1W-l_etOqjPddHNcEbtU2xVtUNzwa0KNmboUDTUyIcPFglhlHXJHp3P_mfGRQJZYBTo0D8VW1Rbzg3Bq0gChwDR1EOzQSE1SWuAVFIfIuhJPJ20d9Hk3oTmQaJrIiUW1l4Hc=w408-h306-k-no
H6_02,6,Lumbini Garden Lodge,Lumbini,Rupandehi,,27.470383,78.406941,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914, Nepal",+977 71-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H6_03,6,Lumbini Heritage Home,Lumbini,Rupandehi,,27.7228004,81.9437431,,4.5,71,Stayed with a group. Nice clean. But mozzies were there as usual. Saw a nice clean pool but we didn’t swim. Breakfast was good and service good. Had dinner there and good too. Really value for money.,,,,,"Nagbahal-16, 5 minute walking distance from Patan Durbar Square, Lalitpur 44700, Nepal",+977 984-0466686,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF15KP-qS5u7wLTrvURN0Oge_ttOv67cZFzGCUmAkRMgkl-sFP_UM8eNdQOrFqYMwa8TmJd822ZiawW-BTv2i9FRgAqXBPLbshOE-cCq0_1QoGV5MrGwMcnN52Locgi0a1LoYcIEM9hIIeSVEFD5AKPcF8UrM_dYn2rEteNSrrE4QfTMMwNuDY=w408-h272-k-no
H6_04,6,Lumbini Village Lodge,Lumbini,Rupandehi,,27.470386,78.4071165,,4.2,401,"Located just 3 minute away from the gates of the Sacred Garden, the Lodge provides great food and rooms that suit our every need. I would particularly commend the kindness and frankness of the owner and his loving family for stating hotel …",,,,,"Lumbini Market, Lumbini Sanskritik 32900, Nepal",+977 71-580432,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmMWb1vJ1TyzeFi-_Fk-qyPTylYOw8DjLtF0u7oFFW71nAgS6lUV5COcJ32H8OgT2mswKEiVYlNSdJE4xnFXgK1U4YE3VfterSfGTbpXblipVNMZrR5jjS64oXWMIWhHePcMA4S=w519-h240-k-no
H6_05,6,Lumbini Palace Resort Ltd.,Lumbini,Rupandehi,,27.5844296,78.4989043,,4.3,1464,"Had a wonderful experience here. The atmosphere at night is beautiful, with a great combination of restaurant and bar facilities that create a relaxing and enjoyable environment. The staff were extremely friendly, welcoming, and always …",,,,,"Siyari 5, Siddhapur, Dayanagar 32900, Nepal",+977 971-2010005,http://www.lumbinipalace.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmVMwcB4jfRFGx4tuJ5H8a3AK-HGkEIQD4xVWG4mq9yJfQ1dKToDYd0fNj1SeteaZd7s1O8gXAriaKha0U6i7dpoYoNAkm6pzr1b1Q6DgG_cF5kddzuE1uJLdrwtTCo7DXgG3g=w408-h272-k-no
H7_02,7,Lumbini Garden Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914",071-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H7_03,7,Lumbini Village Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.2,401,"Located just 3 minute away from the gates of the Sacred Garden, the Lodge provides great food and rooms that suit our every need. I would particularly commend the kindness and frankness of the owner and his loving family for stating hotel …",,,,,"Lumbini Market, Lumbini Sanskritik 32900",071-580432,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmMWb1vJ1TyzeFi-_Fk-qyPTylYOw8DjLtF0u7oFFW71nAgS6lUV5COcJ32H8OgT2mswKEiVYlNSdJE4xnFXgK1U4YE3VfterSfGTbpXblipVNMZrR5jjS64oXWMIWhHePcMA4S=w519-h240-k-no
H7_04,7,"Chintapu Homestay Ilam, Sandakpur-Nepal",Bagmati,Kathmandu,,27.938627,80.6361582,,4.9,37,I had an amazing experience at Chintapu Organic and Self-Sustainable Farmstay. It truly gave me a real taste of Nepali village life. This is not just a farmstay—it’s a place where you can learn and grow. I gained valuable gardening skills …,,,,,"Maipatal Sandakpur-03, 57300",981-4957563,https://chintapuorganicfarm.com.np/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli7iSqjqtLYQr2YP-vcGcAh6mudGwx2sPa73mIsayunmVX9E8CnTDx8WwU5MyCcmMbe5v7RLa3L4DEfQ6Z5PQasbnrkIG6AJwo--og4pZQFGjmMXAMqTmBeCOABO_wHAOhIBd6PEB3SKrL=w430-h240-k-no
H7_05,7,Sakya Guest House,Bagmati,Kathmandu,,27.938627,80.6361582,,4.1,160,"The hospitality at Sakya guest house was wonderful, the staff was so warm and attentive, and we felt very at home. The garden and temple are beautiful and provide a very peaceful oasis!",,,,,"32900, Lumbini Sanskritik",071-580273,http://sakya-guesthouse.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_ZGJgFpoQZ07v3H1ghqq0-jvVyiVmj2q_lRW1hysSYL994acsPlDSl2OVgzg7-R1Aq8csZj1nev75yd-MwIB6sOA5qm6SCnVfaSE482UGTGAx_0ZcsAAM3zCOQUT4e3dIuQBvwFiG7Uz6=w408-h306-k-no
H8_02,8,Lumbini Garden Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914",071-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H8_03,8,Lumbini Village Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.2,401,"Located just 3 minute away from the gates of the Sacred Garden, the Lodge provides great food and rooms that suit our every need. I would particularly commend the kindness and frankness of the owner and his loving family for stating hotel …",,,,,"Lumbini Market, Lumbini Sanskritik 32900",071-580432,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmMWb1vJ1TyzeFi-_Fk-qyPTylYOw8DjLtF0u7oFFW71nAgS6lUV5COcJ32H8OgT2mswKEiVYlNSdJE4xnFXgK1U4YE3VfterSfGTbpXblipVNMZrR5jjS64oXWMIWhHePcMA4S=w519-h240-k-no
H8_04,8,"Chintapu Homestay Ilam, Sandakpur-Nepal",Bagmati,Kathmandu,,27.938627,80.6361582,,4.9,37,I had an amazing experience at Chintapu Organic and Self-Sustainable Farmstay. It truly gave me a real taste of Nepali village life. This is not just a farmstay—it’s a place where you can learn and grow. I gained valuable gardening skills …,,,,,"Maipatal Sandakpur-03, 57300",981-4957563,https://chintapuorganicfarm.com.np/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli7iSqjqtLYQr2YP-vcGcAh6mudGwx2sPa73mIsayunmVX9E8CnTDx8WwU5MyCcmMbe5v7RLa3L4DEfQ6Z5PQasbnrkIG6AJwo--og4pZQFGjmMXAMqTmBeCOABO_wHAOhIBd6PEB3SKrL=w430-h240-k-no
H8_05,8,Sakya Guest House,Bagmati,Kathmandu,,27.938627,80.6361582,,4.1,160,"The hospitality at Sakya guest house was wonderful, the staff was so warm and attentive, and we felt very at home. The garden and temple are beautiful and provide a very peaceful oasis!",,,,,"32900, Lumbini Sanskritik",071-580273,http://sakya-guesthouse.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_ZGJgFpoQZ07v3H1ghqq0-jvVyiVmj2q_lRW1hysSYL994acsPlDSl2OVgzg7-R1Aq8csZj1nev75yd-MwIB6sOA5qm6SCnVfaSE482UGTGAx_0ZcsAAM3zCOQUT4e3dIuQBvwFiG7Uz6=w408-h306-k-no
H9_02,9,Lumbini Garden Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914",071-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H9_03,9,Lumbini Village Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.2,401,"Located just 3 minute away from the gates of the Sacred Garden, the Lodge provides great food and rooms that suit our every need. I would particularly commend the kindness and frankness of the owner and his loving family for stating hotel …",,,,,"Lumbini Market, Lumbini Sanskritik 32900",071-580432,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmMWb1vJ1TyzeFi-_Fk-qyPTylYOw8DjLtF0u7oFFW71nAgS6lUV5COcJ32H8OgT2mswKEiVYlNSdJE4xnFXgK1U4YE3VfterSfGTbpXblipVNMZrR5jjS64oXWMIWhHePcMA4S=w519-h240-k-no
H9_04,9,"Chintapu Homestay Ilam, Sandakpur-Nepal",Bagmati,Kathmandu,,27.938627,80.6361582,,4.9,37,I had an amazing experience at Chintapu Organic and Self-Sustainable Farmstay. It truly gave me a real taste of Nepali village life. This is not just a farmstay—it’s a place where you can learn and grow. I gained valuable gardening skills …,,,,,"Maipatal Sandakpur-03, 57300",981-4957563,https://chintapuorganicfarm.com.np/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli7iSqjqtLYQr2YP-vcGcAh6mudGwx2sPa73mIsayunmVX9E8CnTDx8WwU5MyCcmMbe5v7RLa3L4DEfQ6Z5PQasbnrkIG6AJwo--og4pZQFGjmMXAMqTmBeCOABO_wHAOhIBd6PEB3SKrL=w430-h240-k-no
H9_05,9,Sakya Guest House,Bagmati,Kathmandu,,27.938627,80.6361582,,4.1,160,"The hospitality at Sakya guest house was wonderful, the staff was so warm and attentive, and we felt very at home. The garden and temple are beautiful and provide a very peaceful oasis!",,,,,"32900, Lumbini Sanskritik",071-580273,http://sakya-guesthouse.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_ZGJgFpoQZ07v3H1ghqq0-jvVyiVmj2q_lRW1hysSYL994acsPlDSl2OVgzg7-R1Aq8csZj1nev75yd-MwIB6sOA5qm6SCnVfaSE482UGTGAx_0ZcsAAM3zCOQUT4e3dIuQBvwFiG7Uz6=w408-h306-k-no
H10_02,10,Lumbini Garden Lodge,Bagmati,Kathmandu,,27.938627,80.6361582,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914",071-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H10_03,10,"Chintapu Homestay Ilam, Sandakpur-Nepal",Bagmati,Kathmandu,,27.938627,80.6361582,,4.9,37,I had an amazing experience at Chintapu Organic and Self-Sustainable Farmstay. It truly gave me a real taste of Nepali village life. This is not just a farmstay—it’s a place where you can learn and grow. I gained valuable gardening skills …,,,,,"Maipatal Sandakpur-03, 57300",981-4957563,https://chintapuorganicfarm.com.np/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli7iSqjqtLYQr2YP-vcGcAh6mudGwx2sPa73mIsayunmVX9E8CnTDx8WwU5MyCcmMbe5v7RLa3L4DEfQ6Z5PQasbnrkIG6AJwo--og4pZQFGjmMXAMqTmBeCOABO_wHAOhIBd6PEB3SKrL=w430-h240-k-no
H10_04,10,Sakya Guest House,Bagmati,Kathmandu,,27.938627,80.6361582,,4.1,160,"The hospitality at Sakya guest house was wonderful, the staff was so warm and attentive, and we felt very at home. The garden and temple are beautiful and provide a very peaceful oasis!",,,,,"32900, Lumbini Sanskritik",071-580273,http://sakya-guesthouse.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_ZGJgFpoQZ07v3H1ghqq0-jvVyiVmj2q_lRW1hysSYL994acsPlDSl2OVgzg7-R1Aq8csZj1nev75yd-MwIB6sOA5qm6SCnVfaSE482UGTGAx_0ZcsAAM3zCOQUT4e3dIuQBvwFiG7Uz6=w408-h306-k-no
H10_05,10,Little Buddha Hotel,Bagmati,Kathmandu,,27.938627,80.6361582,,4.0,155,,,,,,"Vishnupura Road, Lumbini Sanskritik 32914",071-580270,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl4BYD-Qc7RIQEjl8PJrRHz7Y9tDgd0m2f88SKuUPUdEDXFGOzuoqdlsN3wTS-4jd5FZ1oUNP262_mYx6PkI8vD0tkiRuJr0e0cCq6nIB-CCoyMYiGI9XL1nQpsgMCj-XOO_Aa97-76XcRa=w408-h386-k-no
H11_02,11,Lumbini Garden Lodge,Bagmati,Bhaktapur,,27.938627,80.6361582,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914",071-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H11_03,11,"Chintapu Homestay Ilam, Sandakpur-Nepal",Bagmati,Bhaktapur,,27.938627,80.6361582,,4.9,37,I had an amazing experience at Chintapu Organic and Self-Sustainable Farmstay. It truly gave me a real taste of Nepali village life. This is not just a farmstay—it’s a place where you can learn and grow. I gained valuable gardening skills …,,,,,"Maipatal Sandakpur-03, 57300",981-4957563,https://chintapuorganicfarm.com.np/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli7iSqjqtLYQr2YP-vcGcAh6mudGwx2sPa73mIsayunmVX9E8CnTDx8WwU5MyCcmMbe5v7RLa3L4DEfQ6Z5PQasbnrkIG6AJwo--og4pZQFGjmMXAMqTmBeCOABO_wHAOhIBd6PEB3SKrL=w430-h240-k-no
H11_04,11,Sakya Guest House,Bagmati,Bhaktapur,,27.938627,80.6361582,,4.1,160,"The hospitality at Sakya guest house was wonderful, the staff was so warm and attentive, and we felt very at home. The garden and temple are beautiful and provide a very peaceful oasis!",,,,,"32900, Lumbini Sanskritik",071-580273,http://sakya-guesthouse.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_ZGJgFpoQZ07v3H1ghqq0-jvVyiVmj2q_lRW1hysSYL994acsPlDSl2OVgzg7-R1Aq8csZj1nev75yd-MwIB6sOA5qm6SCnVfaSE482UGTGAx_0ZcsAAM3zCOQUT4e3dIuQBvwFiG7Uz6=w408-h306-k-no
H11_05,11,Little Buddha Hotel,Bagmati,Bhaktapur,,27.938627,80.6361582,,4.0,155,"European point of view here: I’m a tour operator with two decades of experience in the Himalayas. We come to Lumbini every year, and I know all the accommodation options here very well. As my wife is Buddhist, we prefer to stay near the …",,,,,"Vishnupura Road, Lumbini Sanskritik 32914",071-580270,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl4BYD-Qc7RIQEjl8PJrRHz7Y9tDgd0m2f88SKuUPUdEDXFGOzuoqdlsN3wTS-4jd5FZ1oUNP262_mYx6PkI8vD0tkiRuJr0e0cCq6nIB-CCoyMYiGI9XL1nQpsgMCj-XOO_Aa97-76XcRa=w408-h386-k-no
H12_02,12,Lumbini Garden Lodge,Bagmati,Lalitpur,,27.938627,80.6361582,,4.0,316,The full review will appear in my YT channel Road My Life Hindi (Pune to Ayodhya / Nepal Series) …,,,,,"Street No. 1 , Mahilwar Bazaar Lumbini cultural municipality -10, Lumbini 32914",071-580146,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWksRS8SCYYzSLbYzs-m14LG_CXZBkFIO-IVFT2GeGa6Iiwuo3wFRiv27uBWRQpWRHD63dAipdNgYpr-Uc9olpMt2WOqZfM6jmJ0z4cczSNxSWS6M4dxkLtuqYKoi_cT9OyIcSOJ=w408-h318-k-no
H12_03,12,"Chintapu Homestay Ilam, Sandakpur-Nepal",Bagmati,Lalitpur,,27.938627,80.6361582,,4.9,37,I had an amazing experience at Chintapu Organic and Self-Sustainable Farmstay. It truly gave me a real taste of Nepali village life. This is not just a farmstay—it’s a place where you can learn and grow. I gained valuable gardening skills …,,,,,"Maipatal Sandakpur-03, 57300",981-4957563,https://chintapuorganicfarm.com.np/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWli7iSqjqtLYQr2YP-vcGcAh6mudGwx2sPa73mIsayunmVX9E8CnTDx8WwU5MyCcmMbe5v7RLa3L4DEfQ6Z5PQasbnrkIG6AJwo--og4pZQFGjmMXAMqTmBeCOABO_wHAOhIBd6PEB3SKrL=w430-h240-k-no
H12_04,12,Sakya Guest House,Bagmati,Lalitpur,,27.938627,80.6361582,,4.1,160,"The hospitality at Sakya guest house was wonderful, the staff was so warm and attentive, and we felt very at home. The garden and temple are beautiful and provide a very peaceful oasis!",,,,,"32900, Lumbini Sanskritik",071-580273,http://sakya-guesthouse.com/,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_ZGJgFpoQZ07v3H1ghqq0-jvVyiVmj2q_lRW1hysSYL994acsPlDSl2OVgzg7-R1Aq8csZj1nev75yd-MwIB6sOA5qm6SCnVfaSE482UGTGAx_0ZcsAAM3zCOQUT4e3dIuQBvwFiG7Uz6=w408-h306-k-no
H12_05,12,Little Buddha Hotel,Bagmati,Lalitpur,,27.938627,80.6361582,,4.0,155,,,,,,"Vishnupura Road, Lumbini Sanskritik 32914",071-580270,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl4BYD-Qc7RIQEjl8PJrRHz7Y9tDgd0m2f88SKuUPUdEDXFGOzuoqdlsN3wTS-4jd5FZ1oUNP262_mYx6PkI8vD0tkiRuJr0e0cCq6nIB-CCoyMYiGI9XL1nQpsgMCj-XOO_Aa97-76XcRa=w408-h386-k-no
